GasPrice	ElePrice	VehPrice	mpg	mpg_unknown	mpg_known	range	size	curveh_model_year	curveh_age	curveh_price	curveh_mpg	curveh_mpg_known	curveh_mpg_unknown	curveh_range	curveh_size	Vehicles
3.5	5	1.4	0.18	0	0.18	0.7	2	2006	8	1.4	0.18	0.18	0	0	2	2
4	4.25	2.5	0.24	0	0.24	1	1	2002	12	2.5	0.24	0.24	0	0	1	2
4.25	5.25	3	0	0	0	0.75	3	2004	10	3	0	0	0	0	3	3
4	4.5	0	0.21	0	0.21	1	2	2004	10	0	0.21	0.21	0	0	2	3
4	4.25	2	0	0	0	0.6	1	2012	2	2	0	0	0	0	1	2
3.25	4	1.86	0.35	0	0.35	0.6	1	2012	2	1.86	0.35	0.35	0	0	1	2
3.75	5.25	3	0	0	0	0.7	2	2009	5	3	0	0	0	0	2	2
3.75	4.5	0.7	0	0	0	1.1	2	1999	15	0.7	0	0	0	0	2	2
4	4	1.8	0.28	0	0.28	0.75	1	2008	6	1.8	0.28	0.28	0	0	1	3
3.75	5.25	0.8	0	0	0	0.7	2	2006	8	0.8	0	0	0	0	2	2
3.5	5.25	1.6	0	0	0	0.7	1	2001	13	1.6	0	0	0	0	1	2
4	4.75	0.9	0.32	0	0.32	0.6	1	2005	9	0.9	0.32	0.32	0	0	1	2
3	4.75	0.2	0.15	0	0.15	0.85	3	1987	27	0.2	0.15	0.15	0	0	3	2
4.25	4.25	1.2	0.38	0	0.38	1.1	1	2012	2	1.2	0.38	0.38	0	0	1	3
3.75	4.25	0	0	0	0	1.1	2	2004	10	0	0	0	0	0	2	3
3.25	4.75	0.9	0	0	0	0.6	3	2010	4	0.9	0	0	0	0	3	3
3.5	5.25	0.17	0	0	0	1	3	1990	24	0.17	0	0	0	0	3	2
3	5	2.7	0.32	0	0.32	1	2	2012	2	2.7	0.32	0.32	0	0	2	3
3	4.25	1.7	0.4	0	0.4	0.9	1	2004	10	1.7	0.4	0.4	0	0	1	2
3.25	5.25	3	0	0	0	0.6	2	2011	3	3	0	0	0	0	2	3
3	5.25	1.65	0.19	0	0.19	0.75	2	2004	10	1.65	0.19	0.19	0	0	2	3
3	4.75	3.5	0.19	0	0.19	0.7	2	2012	2	3.5	0.19	0.19	0	0	2	4
3.75	5	1.8	0.43	0	0.43	0.7	1	2008	6	1.8	0.43	0.43	0	0	1	3
3.5	4.5	1.2	0.25	0	0.25	0.75	1	2001	13	1.2	0.25	0.25	0	0	1	2
4	4	0.5	0.21	0	0.21	0.9	2	1997	17	0.5	0.21	0.21	0	0	2	2
3	5	1.2	0	0	0	1.1	1	1999	15	1.2	0	0	0	0	1	2
3.5	4	0.75	0.2	0	0.2	0.6	3	2005	9	0.75	0.2	0.2	0	0	3	3
3.75	4	2.5	0	0	0	1	2	2010	4	2.5	0	0	0	0	2	3
4	5.25	2	0.31	0	0.31	1.1	2	2013	1	2	0.31	0.31	0	0	2	2
4.25	5.25	1.6	0.15	0	0.15	0.6	3	1997	17	1.6	0.15	0.15	0	0	3	3
3.5	5	0	0	0	0	0.6	2	2004	10	0	0	0	0	0	2	2
3	4.25	2.3	0	0	0	0.6	1	2010	4	2.3	0	0	0	0	1	3
4	4.5	1.9	0	0	0	0.6	2	2003	11	1.9	0	0	0	0	2	2
5.88	5.51	1.8	1.12	1.12	0	1.4	0	2018	4	1.8	1.12	0	1.12	1.05	0	2
4	4.75	2.9	0	0	0	0.85	1	2010	4	2.9	0	0	0	0	1	2
4	4.75	1.8	0.17	0	0.17	1.1	1	2003	11	1.8	0.17	0.17	0	0	1	2
3.75	5	1.4	0.32	0	0.32	0.6	2	2003	11	1.4	0.32	0.32	0	0	2	2
3.25	4	0	0	0	0	0.85	2	2007	7	0	0	0	0	0	2	4
3.25	5	0.6	0	0	0	0.75	2	1997	17	0.6	0	0	0	0	2	3
4	4.5	0	0	0	0	1.1	3	2008	6	0	0	0	0	0	3	3
3.5	4.75	0	0	0	0	0.9	3	2012	2	0	0	0	0	0	3	4
3.25	4	1.5	0	0	0	0.6	1	2005	9	1.5	0	0	0	0	1	2
3.75	4.5	0.05	0.22	0	0.22	0.6	1	1994	20	0.05	0.22	0.22	0	0	1	2
4	5	0	0.22	0	0.22	1.1	2	2010	4	0	0.22	0.22	0	0	2	3
3.25	4.75	2	0.18	0	0.18	0.9	3	2003	11	2	0.18	0.18	0	0	3	4
3.5	4.75	4.8	0.26	0	0.26	0.85	3	2009	5	4.8	0.26	0.26	0	0	3	2
4.25	5.25	2.8	0.26	0	0.26	0.7	3	2012	2	2.8	0.26	0.26	0	0	3	3
3	4	0.5	0.15	0	0.15	0.6	2	2004	10	0.5	0.15	0.15	0	0	2	2
3.75	4.25	2.6	0.17	0	0.17	0.9	3	2004	10	2.6	0.17	0.17	0	0	3	3
4	4.25	0	0	0	0	0.75	3	1992	22	0	0	0	0	0	3	2
4.25	4.25	2.4	0	0	0	1.1	2	2008	6	2.4	0	0	0	0	2	2
3.75	4.75	1.9	0	0	0	1.1	2	2007	7	1.9	0	0	0	0	2	4
3.5	5.25	3.5	0	0	0	0.6	2	2000	14	3.5	0	0	0	0	2	2
4.25	4.25	1.3	0.14	0	0.14	0.75	3	2003	11	1.3	0.14	0.14	0	0	3	3
4.25	5	4	0.22	0	0.22	1	3	2011	3	4	0.22	0.22	0	0	3	3
3	4.75	0	0.27	0	0.27	0.6	1	2005	9	0	0.27	0.27	0	0	1	3
4.25	5.25	0	0	0	0	1	1	2007	7	0	0	0	0	0	1	4
5.43	6	0	0	0	0	1.5	0	2007	15	0	0	0	0	0	0	4
4	4.5	3	0	0	0	0.75	2	2014	0	3	0	0	0	0	2	2
4	5.25	1.2	0.27	0	0.27	0.85	2	2010	4	1.2	0.27	0.27	0	0	2	3
4.25	4	1.5	0	0	0	0.7	3	2002	12	1.5	0	0	0	0	3	4
3.5	4.75	0	0	0	0	0.75	2	2005	9	0	0	0	0	0	2	2
3.25	5	1.5	0.25	0	0.25	0.9	2	2002	12	1.5	0.25	0.25	0	0	2	2
3.75	4.25	3	0.25	0	0.25	0.85	2	2014	0	3	0.25	0.25	0	0	2	5
3.75	4.75	3	0	0	0	0.6	1	2000	14	3	0	0	0	0	1	3
3	4.25	0.3	0.12	0	0.12	0.9	3	1984	30	0.3	0.12	0.12	0	0	3	3
3	4.5	3.4	0.24	0	0.24	0.85	3	2006	8	3.4	0.24	0.24	0	0	3	2
3	5.25	1.5	0	0	0	1	1	2004	10	1.5	0	0	0	0	1	2
4	4.75	2.8	0.24	0	0.24	0.7	2	2008	6	2.8	0.24	0.24	0	0	2	4
4.25	4.75	2.7	0.2	0	0.2	0.75	2	2003	11	2.7	0.2	0.2	0	0	2	2
4.25	4.5	0.27	0.2	0	0.2	1.1	2	2001	13	0.27	0.2	0.2	0	0	2	3
3.5	5.25	3	0	0	0	1	2	2008	6	3	0	0	0	0	2	3
3.25	5	2	0.3	0	0.3	0.85	1	2014	0	2	0.3	0.3	0	0	1	2
3.5	4.75	1.6	0	0	0	0.85	2	2005	9	1.6	0	0	0	0	2	2
3.5	5.25	1.7	0.28	0	0.28	0.85	1	1999	15	1.7	0.28	0.28	0	0	1	2
3.75	5.25	0.25	0.2	0	0.2	0.6	3	1994	20	0.25	0.2	0.2	0	0	3	3
4.25	5.25	1	0.2	0	0.2	0.6	2	2005	9	1	0.2	0.2	0	0	2	3
3.5	5.25	2.3	0.18	0	0.18	0.85	3	1998	16	2.3	0.18	0.18	0	0	3	2
3.25	4.75	2.5	0	0	0	0.7	1	2005	9	2.5	0	0	0	0	1	2
3.5	5	1.5	0.22	0	0.22	0.6	2	2005	9	1.5	0.22	0.22	0	0	2	2
4	5.25	3.5	0.24	0	0.24	0.85	2	2011	3	3.5	0.24	0.24	0	0	2	4
3.75	4	1.3	0.32	0	0.32	0.6	2	2010	4	1.3	0.32	0.32	0	0	2	3
3.25	4.75	0.09	0	0	0	0.6	3	2001	13	0.09	0	0	0	0	3	2
4	5.25	5	0	0	0	0.75	3	2013	1	5	0	0	0	0	3	2
4	4	2.4	0.55	0	0.55	1.1	1	2013	1	2.4	0.55	0.55	0	0	1	3
4	4.25	0.1	0.26	0	0.26	1.1	3	1999	15	0.1	0.26	0.26	0	0	3	3
3.5	4	1.35	0.23	0	0.23	0.6	2	2003	11	1.35	0.23	0.23	0	0	2	3
3	4.25	3	0.2	0	0.2	0.85	2	2006	8	3	0.2	0.2	0	0	2	3
3	5	0.8	0	0	0	0.9	1	2005	9	0.8	0	0	0	0	1	3
4.77	5.72	1.8	0.58	0.58	0	1.4	0	2017	3	1.8	0.58	0	0.58	0	0	3
4.25	4.25	2	0	0	0	0.85	3	2003	11	2	0	0	0	0	3	3
4.25	4.75	1.6	0	0	0	0.85	2	2000	14	1.6	0	0	0	0	2	2
4.25	4.75	5	0	0	0	0.75	3	2000	14	5	0	0	0	0	3	2
3.25	5.25	0	0.25	0	0.25	1.1	1	2008	6	0	0.25	0.25	0	0	1	3
3	5.25	1.9	0	0	0	0.6	3	2010	4	1.9	0	0	0	0	3	3
3.25	4.25	1.2	0.36	0	0.36	0.6	2	2013	1	1.2	0.36	0.36	0	0	2	3
3.25	4.25	3.4	0	0	0	0.6	2	2012	2	3.4	0	0	0	0	2	3
3.5	4.5	1	0.22	0	0.22	1.1	3	2005	9	1	0.22	0.22	0	0	3	4
4	4.5	3.1	0.18	0	0.18	0.7	3	2008	6	3.1	0.18	0.18	0	0	3	4
4	4.25	2	0	0	0	0.6	1	2013	1	2	0	0	0	0	1	3
4.25	5	2.3	0.25	0	0.25	1.1	1	2007	7	2.3	0.25	0.25	0	0	1	2
3.25	4	2.5	0	0	0	1	1	2010	4	2.5	0	0	0	0	1	4
4.25	4.75	3.1	0.24	0	0.24	0.6	2	2013	1	3.1	0.24	0.24	0	0	2	2
3	4.75	2.2	0.32	0	0.32	0.6	1	2013	1	2.2	0.32	0.32	0	0	1	3
3.75	4.5	1.5	0.3	0	0.3	0.75	2	2001	13	1.5	0.3	0.3	0	0	2	3
4	5.25	3.5	0	0	0	0.7	2	2014	0	3.5	0	0	0	0	2	3
4.25	4.25	1.8	0.31	0	0.31	0.85	2	2009	5	1.8	0.31	0.31	0	0	2	2
3.25	4.5	2.8	0.26	0	0.26	0.75	2	2012	2	2.8	0.26	0.26	0	0	2	4
3.25	5.25	1.9	0	0	0	0.85	2	2010	4	1.9	0	0	0	0	2	3
3	5	2.2	0.26	0	0.26	1	2	2010	4	2.2	0.26	0.26	0	0	2	3
4.25	4.5	0	0	0	0	0.6	3	2007	7	0	0	0	0	0	3	3
4	4.5	0.8	0	0	0	1	2	2005	9	0.8	0	0	0	0	2	3
5.68	5.42	0.8	0	0	0	1.3	1	2005	17	0.8	0	0	0	0	1	3
3	4.25	0.8	0	0	0	0.7	2	2005	9	0.8	0	0	0	0	2	3
4.25	5	1.65	0	0	0	1.1	1	2009	5	1.65	0	0	0	0	1	2
3.75	4.5	0.4	0.24	0	0.24	0.9	2	2001	13	0.4	0.24	0.24	0	0	2	2
4	5	2.3	0.21	0	0.21	0.7	3	2012	2	2.3	0.21	0.21	0	0	3	3
3.25	5	2.6	0	0	0	1.1	2	2014	0	2.6	0	0	0	0	2	2
3.75	4.25	3.5	0.22	0	0.22	0.75	2	2007	7	3.5	0.22	0.22	0	0	2	4
4	5	3.8	0.2	0	0.2	1.1	2	2011	3	3.8	0.2	0.2	0	0	2	3
3.25	5.25	0	0	0	0	0.6	2	2008	6	0	0	0	0	0	2	6
3.25	4.5	0.7	0	0	0	0.9	1	2004	10	0.7	0	0	0	0	1	2
4	5.25	2	0.3	0	0.3	0.6	2	2011	3	2	0.3	0.3	0	0	2	2
3.5	5	1.8	0.36	0	0.36	0.9	2	2012	2	1.8	0.36	0.36	0	0	2	3
3.75	4	1.9	0.18	0	0.18	1.1	3	2004	10	1.9	0.18	0.18	0	0	3	3
3.25	4.75	1.4	0	0	0	1.1	2	2008	6	1.4	0	0	0	0	2	2
4	5.25	2.9	0.3	0	0.3	1.1	2	2013	1	2.9	0.3	0.3	0	0	2	3
3.75	4	2.3	0	0	0	0.9	1	2002	12	2.3	0	0	0	0	1	3
4	5.25	1.7	0.26	0	0.26	1	1	2011	3	1.7	0.26	0.26	0	0	1	4
4	5.25	2.1	0.17	0	0.17	1.1	3	2010	4	2.1	0.17	0.17	0	0	3	3
3.75	4.25	2.5	0	0	0	0.85	2	2012	2	2.5	0	0	0	0	2	3
3.75	4.5	2.4	0	0	0	0.75	3	2011	3	2.4	0	0	0	0	3	3
3.25	4.25	0.8	0	0	0	0.85	2	2009	5	0.8	0	0	0	0	2	2
4	4	2.6	0.3	0	0.3	0.6	2	2012	2	2.6	0.3	0.3	0	0	2	3
3.75	4.75	5	0	0	0	0.6	1	2012	2	5	0	0	0	0	1	3
4.25	4.5	4	0.29	0	0.29	1.1	2	2010	4	4	0.29	0.29	0	0	2	3
3.5	4.25	1.2	0.25	0	0.25	0.85	2	2007	7	1.2	0.25	0.25	0	0	2	3
3.5	4.25	2.6	0.17	0	0.17	0.9	3	2004	10	2.6	0.17	0.17	0	0	3	3
4.25	4.5	2.9	0.44	0	0.44	0.6	2	2012	2	2.9	0.44	0.44	0	0	2	4
4	4	2.3	0.57	0	0.57	1.1	2	2010	4	2.3	0.57	0.57	0	0	2	4
3.5	4.25	3.2	0	0	0	0.85	2	2006	8	3.2	0	0	0	0	2	2
3.75	4.5	1	0.42	0	0.42	1	1	2009	5	1	0.42	0.42	0	0	1	3
3.5	5.25	1.5	0	0	0	1	2	2010	4	1.5	0	0	0	0	2	2
3.25	5	2	0	0	0	1.1	1	2012	2	2	0	0	0	0	1	2
3.75	5	2.5	0.22	0	0.22	0.9	2	2012	2	2.5	0.22	0.22	0	0	2	2
3.5	4.5	0.4	0.23	0	0.23	0.75	2	2001	13	0.4	0.23	0.23	0	0	2	2
3.25	5.25	0.1	0	0	0	1.1	3	2000	14	0.1	0	0	0	0	3	3
3.25	5.25	2.8	0	0	0	0.7	2	2012	2	2.8	0	0	0	0	2	5
4.25	4.25	2.4	0.3	0	0.3	0.75	2	2012	2	2.4	0.3	0.3	0	0	2	3
4.25	4	3	0.32	0	0.32	0.7	2	2005	9	3	0.32	0.32	0	0	2	2
3.25	4.25	2.8	0.3	0	0.3	0.6	2	2012	2	2.8	0.3	0.3	0	0	2	4
3.75	4.75	1.5	0.16	0	0.16	0.7	3	2007	7	1.5	0.16	0.16	0	0	3	3
3.25	4.5	0.23	0	0	0	0.75	2	1999	15	0.23	0	0	0	0	2	2
3.25	5	0.7	0	0	0	0.6	2	2001	13	0.7	0	0	0	0	2	3
4	4	3.1	0.145	0	0.145	0.75	3	2006	8	3.1	0.145	0.145	0	0	3	4
3	4.25	1.4	0	0	0	0.75	2	2014	0	1.4	0	0	0	0	2	3
4	4	2.2	0	0	0	0.6	2	2013	1	2.2	0	0	0	0	2	2
3.25	4	3	0	0	0	0.9	1	2007	7	3	0	0	0	0	1	2
3.25	4.25	1.8	0.3	0	0.3	0.6	2	2013	1	1.8	0.3	0.3	0	0	2	3
3.25	5	3	0.19	0	0.19	0.85	2	2013	1	3	0.19	0.19	0	0	2	3
3.75	5	5	0.21	0	0.21	0.85	2	2008	6	5	0.21	0.21	0	0	2	5
3.25	4.75	1	0	0	0	0.7	2	2006	8	1	0	0	0	0	2	2
4	5.25	1.8	0	0	0	0.6	2	2013	1	1.8	0	0	0	0	2	2
3.5	4.75	2.4	0	0	0	0.6	2	2008	6	2.4	0	0	0	0	2	3
3.25	5	2	0	0	0	0.7	2	2007	7	2	0	0	0	0	2	2
3.75	4.25	3.5	0	0	0	0.6	2	2012	2	3.5	0	0	0	0	2	2
3	5	1.3	0	0	0	1.1	1	2013	1	1.3	0	0	0	0	1	2
4.25	5	3.2	0.14	0	0.14	0.9	3	2012	2	3.2	0.14	0.14	0	0	3	2
4	4	0	0	0	0	0.6	2	2005	9	0	0	0	0	0	2	4
3.5	4.5	2.4	0.27	0	0.27	0.6	2	2004	10	2.4	0.27	0.27	0	0	2	4
3	4.75	2.7	0.15	0	0.15	1.1	3	2013	1	2.7	0.15	0.15	0	0	3	2
4	4.75	0.4	0	0	0	0.7	2	2003	11	0.4	0	0	0	0	2	3
4	4.5	0.15	0	0	0	1.1	2	1999	15	0.15	0	0	0	0	2	3
3.25	5.25	0.25	0	0	0	0.6	2	2001	13	0.25	0	0	0	0	2	2
3	5.25	1.35	0.31	0	0.31	1.1	1	2007	7	1.35	0.31	0.31	0	0	1	3
3	4.75	0	0	0	0	0.6	1	2004	10	0	0	0	0	0	1	3
3.5	4.25	0.5	0	0	0	0.9	3	2006	8	0.5	0	0	0	0	3	4
